HOG	OG	Gene Tree Parent Clade	Aar	Ath	Chi	Cru	Tar
N0.HOG0012315	OG0010265	n0	Aa31LG3G4980	AT3G11590.1	CARHR086140.1	Carub.0003s1091.1.p	gene-TAV2_LOCUS11359
N0.HOG0012316	OG0010266	n0	Aa31LG3G5090	AT3G11670.1	CARHR086220.1	Carub.0003s1099.1.p	gene-TAV2_LOCUS11362
N0.HOG0012317	OG0010267	n0	Aa31LG3G5100	AT3G11680.2	CARHR086230.1	Carub.0003s1101.1.p	gene-TAV2_LOCUS11363
N0.HOG0012318	OG0010268	n0	Aa31LG3G5560	AT3G11960.3	CARHR086510.1	Carub.0003s1129.1.p	gene-TAV2_LOCUS9044
N0.HOG0012319	OG0010269	n0	Aa31LG3G5570	AT3G11950.3	CARHR086500.1	Carub.0003s1128.1.p	gene-TAV2_LOCUS10191
N0.HOG0012320	OG0010270	n0	Aa31LG3G5590	AT3G11945.2	CARHR086490.1	Carub.0003s1127.1.p	gene-TAV2_LOCUS11343
N0.HOG0012321	OG0010271	n0	Aa31LG3G5700	AT3G11890.5, AT3G11860.1	CARHR086420.1	Carub.0003s1121.1.p	
N0.HOG0012322	OG0010272	n0	Aa31LG3G5790	AT5G60160.1	CARHR273810.1	Carub.0008s2089.1.p	gene-TAV2_LOCUS22159
N0.HOG0012323	OG0010273	n0	Aa31LG3G5800	AT5G50360.1	CARHR258140.1	Carub.0008s1044.1.p	gene-TAV2_LOCUS22297
N0.HOG0012324	OG0010274	n0	Aa31LG3G5810, Aa31sc1982G10, Aa31LG4G11500, Aa31sc1975G10, Aa31LG5G23680				
N0.HOG0012325	OG0010275	n0	Aa31LG3G5820	AT5G50350.1	CARHR258130.1	Carub.0008s1043.1.p	gene-TAV2_LOCUS22298
N0.HOG0012326	OG0010276	n0	Aa31LG3G5830	AT5G50340.3	CARHR258160.1	Carub.0008s1040.1.p	gene-TAV2_LOCUS22301
N0.HOG0012327	OG0010277	n0	Aa31LG3G5840, Aa31LG3G5850	AT5G50335.1	CARHR258170.1	Carub.0008s1039.1.p	
N0.HOG0012328	OG0010278	n0	Aa31LG3G5910	AT5G50320.1	CARHR258210.1	Carub.0008s1036.1.p	gene-TAV2_LOCUS19764
N0.HOG0012329	OG0010279	n0	Aa31LG3G5920	AT5G50310.1	CARHR258240.1	Carub.0008s1035.1.p	gene-TAV2_LOCUS19763
N0.HOG0012330	OG0010280	n0	Aa31LG3G5950	AT5G50290.1	CARHR258290.1	Carub.0008s1033.1.p	gene-TAV2_LOCUS19765
N0.HOG0012331	OG0010281	n0	Aa31LG3G5960	AT5G50280.1	CARHR258300.1	Carub.0008s1032.1.p	gene-TAV2_LOCUS19762
N0.HOG0012332	OG0010282	n0	Aa31LG3G6060	AT5G50230.1	CARHR258380.1	Carub.0008s1023.1.p	gene-TAV2_LOCUS22261
N0.HOG0012333	OG0010283	n0	Aa31LG3G6280	AT3G12100.1	CARHR086660.1	Carub.0003s1144.1.p	gene-TAV2_LOCUS9672
N0.HOG0012334	OG0010284	n0	Aa31LG3G6320	AT3G12140.3	CARHR086710.1	Carub.0003s1149.1.p	gene-TAV2_LOCUS9676
N0.HOG0012335	OG0010285	n0	Aa31LG3G6360	AT3G12150.1	CARHR086730.1	Carub.0003s1152.1.p	gene-TAV2_LOCUS11564
N0.HOG0012336	OG0010286	n0	Aa31LG3G6380, Aa31LG5G22720	AT2G37380.1	CARHR132220.1	Carub.0004s1928.1.p	
N0.HOG0012337	OG0010287	n0	Aa31LG3G6480	AT3G12260.1	CARHR086810.1	Carub.0003s1162.1.p	gene-TAV2_LOCUS11559
N0.HOG0012338	OG0010288	n0	Aa31LG3G6490	AT3G12270.1	CARHR086820.1	Carub.0003s1163.1.p	gene-TAV2_LOCUS8808
N0.HOG0012339	OG0010289	n0	Aa31LG3G6530	AT3G12300.1	CARHR086850.1	Carub.0003s1167.1.p	gene-TAV2_LOCUS8812
N0.HOG0012340	OG0010290	n0	Aa31sc80G70, Aa31sc80G80, Aa31LG3G6700, Aa31sc80G20, Aa31sc80G30				
N0.HOG0012341	OG0010291	n0	Aa31LG3G6730	AT5G49950.1	CARHR258760.1	Carub.0008s0984.1.p	gene-TAV2_LOCUS22142
N0.HOG0012342	OG0010292	n0	Aa31LG3G6750	AT5G49940.1	CARHR258780.1	Carub.0008s0982.1.p	gene-TAV2_LOCUS22143
N0.HOG0012343	OG0010293	n0	Aa31LG3G6890	AT2G23390.1	CARHR293020.1	Carub.0004s0259.1.p	gene-TAV2_LOCUS18437
N0.HOG0012344	OG0010294	n0	Aa31LG3G6910	AT5G50375.2	CARHR258110.1	Carub.0008s1047.1.p	gene-TAV2_LOCUS20824
N0.HOG0012345	OG0010295	n0	Aa31LG3G6930	AT5G50410.1	CARHR257950.1	Carub.0008s1052.1.p	gene-TAV2_LOCUS19769
N0.HOG0012346	OG0010296	n0	Aa31LG3G6950	AT5G50450.1	CARHR257840.1	Carub.0008s1057.1.p	gene-TAV2_LOCUS20831
N0.HOG0012347	OG0010297	n0	Aa31LG3G7070	AT5G50740.3	CARHR257590.1	Carub.0008s1073.1.p	gene-TAV2_LOCUS21764
N0.HOG0012348	OG0010298	n0	Aa31LG3G7080	AT5G50750.1	CARHR257580.1	Carub.0008s1074.1.p	gene-TAV2_LOCUS21765
N0.HOG0012349	OG0010299	n0	Aa31LG3G7190	AT5G50790.1	CARHR257500.1	Carub.0008s1078.1.p	gene-TAV2_LOCUS19870
N0.HOG0012350	OG0010300	n0	Aa31LG3G7260	AT5G50820.1	CARHR257430.1	Carub.0008s1081.1.p	gene-TAV2_LOCUS21355
N0.HOG0012351	OG0010301	n0	Aa31LG3G7280	AT5G50830.2	CARHR257420.1	Carub.0008s1082.1.p	gene-TAV2_LOCUS21356
N0.HOG0012352	OG0010302	n0	Aa31LG3G7340	AT5G50860.1	CARHR257390.1	Carub.0008s1085.1.p	gene-TAV2_LOCUS21352
N0.HOG0012353	OG0010303	n0	Aa31LG3G7350	AT5G50870.2	CARHR257380.1	Carub.0008s1086.1.p	gene-TAV2_LOCUS21353
N0.HOG0012354	OG0010304	n0	Aa31LG3G7400	AT5G50900.1	CARHR257360.1	Carub.0008s1090.1.p	gene-TAV2_LOCUS19940
N0.HOG0012355	OG0010305	n0	Aa31LG3G7470	AT5G51010.1	CARHR257180.1	Carub.0008s1101.1.p	gene-TAV2_LOCUS21509
N0.HOG0012356	OG0010306	n0	Aa31LG3G7480	AT5G51020.1	CARHR257170.1	Carub.0008s1102.1.p	gene-TAV2_LOCUS24051
N0.HOG0012357	OG0010307	n0	Aa31LG3G7510	AT5G51030.1	CARHR257130.1	Carub.0008s1103.1.p	gene-TAV2_LOCUS19071
N0.HOG0012358	OG0010308	n0	Aa31LG3G7530	AT5G51040.3	CARHR257090.1	Carub.0008s1104.1.p	gene-TAV2_LOCUS19074
N0.HOG0012359	OG0010309	n0	Aa31LG3G7540	AT5G51050.1	CARHR257040.1	Carub.0008s1105.1.p	gene-TAV2_LOCUS19073
N0.HOG0012360	OG0010310	n0	Aa31LG3G7610	AT5G51110.1	CARHR256960.1	Carub.0008s1115.1.p	gene-TAV2_LOCUS20585
N0.HOG0012361	OG0010311	n0	Aa31LG3G7640	AT5G51130.1	CARHR256940.1	Carub.0008s1117.1.p	gene-TAV2_LOCUS19649
N0.HOG0012362	OG0010312	n0	Aa31LG3G7650	AT5G51140.2	CARHR256910.1	Carub.0008s1118.1.p	gene-TAV2_LOCUS19651
N0.HOG0012363	OG0010313	n0	Aa31LG3G7660	AT5G51150.1	CARHR256900.1	Carub.0008s1119.1.p	gene-TAV2_LOCUS19654
N0.HOG0012364	OG0010314	n0	Aa31LG3G7740	AT5G51210.1	CARHR256810.1	Carub.0008s1125.1.p	gene-TAV2_LOCUS18878
N0.HOG0012365	OG0010315	n0	Aa31LG3G7750	AT5G51230.1	CARHR256790.1	Carub.0008s1127.1.p	gene-TAV2_LOCUS22080
N0.HOG0012366	OG0010316	n0	Aa31LG3G7760	AT5G51220.1	CARHR256800.1	Carub.0008s1126.1.p	gene-TAV2_LOCUS20292
N0.HOG0012367	OG0010317	n0	Aa31LG3G7780	AT5G51270.1	CARHR256760.1	Carub.0008s1130.1.p	gene-TAV2_LOCUS19507
N0.HOG0012368	OG0010318	n0	Aa31LG3G7790	AT5G51290.1	CARHR256750.1	Carub.0008s1132.1.p	gene-TAV2_LOCUS19508
N0.HOG0012369	OG0010319	n0	Aa31LG3G7810	AT5G51310.1	CARHR264070.1	Carub.0008s1134.1.p	gene-TAV2_LOCUS18681
N0.HOG0012370	OG0010320	n0	Aa31LG3G7820	AT5G51330.1	CARHR264080.1	Carub.0008s1135.1.p	gene-TAV2_LOCUS19156
N0.HOG0012371	OG0010321	n0	Aa31LG3G7830	AT5G51340.1	CARHR264090.1	Carub.0008s1136.1.p	gene-TAV2_LOCUS18500
N0.HOG0012372	OG0010322	n0	Aa31LG3G7850	AT5G51400.1	CARHR264120.1	Carub.0008s1143.1.p	gene-TAV2_LOCUS18679
N0.HOG0012373	OG0010323	n0	Aa31LG3G7880	AT5G51451.1	CARHR264180.1	Carub.0008s1148.1.p	gene-TAV2_LOCUS21681
N0.HOG0012374	OG0010324	n0	Aa31LG3G7890	AT5G51460.3	CARHR264190.1	Carub.0008s1149.1.p	gene-TAV2_LOCUS21682
N0.HOG0012375	OG0010325	n0	Aa31LG3G7920	AT5G13810.1	CARHR199630.1	Carub.0006s1199.1.p	gene-TAV2_LOCUS21000
N0.HOG0012376	OG0010326	n0	Aa31LG3G7930	AT5G51510.1	CARHR264290.1	Carub.0008s1155.1.p	gene-TAV2_LOCUS20948
N0.HOG0012377	OG0010327	n0	Aa31LG3G7940	AT5G51520.1	CARHR264300.1	Carub.0008s1156.1.p	gene-TAV2_LOCUS20866
N0.HOG0012378	OG0010328	n0	Aa31LG3G7950	AT5G51540.1	CARHR264310.1	Carub.0008s1157.1.p	gene-TAV2_LOCUS19879
N0.HOG0012379	OG0010329	n0	Aa31LG3G7970	AT5G51550.1	CARHR264350.1	Carub.0008s1159.1.p	gene-TAV2_LOCUS19880
N0.HOG0012380	OG0010330	n0	Aa31LG3G7990	AT5G51560.1	CARHR264360.1	Carub.0008s1160.1.p	gene-TAV2_LOCUS20160
N0.HOG0012381	OG0010331	n0	Aa31LG3G8010	AT5G51570.1	CARHR264370.1	Carub.0008s1161.1.p	gene-TAV2_LOCUS20161
N0.HOG0012382	OG0010332	n0	Aa31LG3G8110	AT5G51680.1	CARHR264530.1	Carub.0008s1170.1.p	gene-TAV2_LOCUS18893
N0.HOG0012383	OG0010333	n0	Aa31LG3G8140	AT5G51710.1	CARHR264570.1	Carub.0008s1173.1.p	gene-TAV2_LOCUS7760
N0.HOG0012384	OG0010334	n0	Aa31LG3G8190	AT5G51740.2	CARHR264600.1	Carub.0008s1176.1.p	gene-TAV2_LOCUS20310
N0.HOG0012385	OG0010335	n0	Aa31LG3G8200	AT5G51750.1	CARHR264610.1	Carub.0008s1177.1.p	gene-TAV2_LOCUS20311
N0.HOG0012386	OG0010336	n0	Aa31LG3G8210	AT5G51760.1	CARHR264640.1	Carub.0008s1178.1.p	gene-TAV2_LOCUS20308
N0.HOG0012387	OG0010337	n0	Aa31LG3G8230	AT5G51780.2	CARHR264660.1	Carub.0008s1180.1.p	gene-TAV2_LOCUS20314
N0.HOG0012388	OG0010338	n0	Aa31LG3G8240	AT5G51800.1	CARHR264680.1	Carub.0008s1182.1.p	gene-TAV2_LOCUS20312
N0.HOG0012389	OG0010339	n0	Aa31LG3G8260	AT5G51820.1	CARHR264700.1	Carub.0008s1184.1.p	gene-TAV2_LOCUS21783
N0.HOG0012390	OG0010340	n0	Aa31LG3G8270	AT5G51830.1	CARHR264710.1	Carub.0008s1185.1.p	gene-TAV2_LOCUS21786
N0.HOG0012391	OG0010341	n0	Aa31LG3G8280	AT5G51840.1	CARHR264720.1	Carub.0008s1186.1.p	gene-TAV2_LOCUS21785
N0.HOG0012392	OG0010342	n0	Aa31LG3G8290	AT5G51850.1	CARHR264740.1	Carub.0008s1189.1.p	gene-TAV2_LOCUS21788
N0.HOG0012393	OG0010343	n0	Aa31LG3G8310	AT5G51870.3	CARHR264770.1	Carub.0008s1191.1.p	gene-TAV2_LOCUS21790
N0.HOG0012394	OG0010344	n0	Aa31LG3G8390	AT5G51970.1	CARHR264910.1	Carub.0008s1206.1.p	gene-TAV2_LOCUS21059
N0.HOG0012395	OG0010345	n0	Aa31LG3G8420	AT5G52030.2	CARHR264970.1	Carub.0008s1212.1.p	gene-TAV2_LOCUS20444
N0.HOG0012396	OG0010346	n0	Aa31LG3G8450	AT5G52060.1	CARHR265000.1	Carub.0008s1216.1.p	gene-TAV2_LOCUS21492
N0.HOG0012397	OG0010347	n0	Aa31LG3G8470	AT5G52100.1	CARHR265020.1	Carub.0008s1218.1.p	gene-TAV2_LOCUS20035
N0.HOG0012398	OG0010348	n0	Aa31LG3G8480	AT5G52110.2	CARHR265040.1	Carub.0008s1219.1.p	gene-TAV2_LOCUS20036
N0.HOG0012399	OG0010349	n0	Aa31LG3G8490	AT5G52120.1	CARHR265050.1	Carub.0008s1220.1.p	gene-TAV2_LOCUS20037
N0.HOG0012400	OG0010350	n0	Aa31LG3G8560	AT5G52180.1	CARHR265100.1	Carub.0008s1227.1.p	gene-TAV2_LOCUS20504
N0.HOG0012401	OG0010351	n0	Aa31LG3G8570	AT5G52190.1	CARHR265110.1	Carub.0008s1228.1.p	gene-TAV2_LOCUS20503
N0.HOG0012402	OG0010352	n0	Aa31LG3G8590	AT5G52210.2	CARHR265130.1	Carub.0008s1230.1.p	gene-TAV2_LOCUS20505
N0.HOG0012403	OG0010353	n0	Aa31LG3G8600	AT5G52220.1	CARHR265140.1	Carub.0008s1231.1.p	gene-TAV2_LOCUS20500
N0.HOG0012404	OG0010354	n0	Aa31LG3G8670	AT5G52260.1	CARHR265230.1	Carub.0008s1235.1.p	gene-TAV2_LOCUS19057
N0.HOG0012405	OG0010355	n0	Aa31LG3G8680	AT5G52270.2	CARHR265240.1	Carub.0008s1236.1.p	gene-TAV2_LOCUS19054
N0.HOG0012406	OG0010356	n0	Aa31LG3G8700	AT5G52280.1	CARHR265260.1	Carub.0008s1238.1.p	gene-TAV2_LOCUS19051
N0.HOG0012407	OG0010357	n0	Aa31LG3G8710	AT5G52290.1	CARHR265270.1	Carub.0008s1239.1.p	gene-TAV2_LOCUS19048
N0.HOG0012408	OG0010358	n0	Aa31LG3G8750	AT5G52380.1	CARHR265330.1	Carub.0008s1248.1.p	gene-TAV2_LOCUS21949
N0.HOG0012409	OG0010359	n0	Aa31LG3G8760	AT5G52390.1	CARHR265340.1	Carub.0008s1249.1.p	gene-TAV2_LOCUS21950
N0.HOG0012410	OG0010360	n0	Aa31LG3G8790	AT5G52410.2	CARHR265350.1	Carub.0008s1251.1.p	gene-TAV2_LOCUS21942
N0.HOG0012411	OG0010361	n0	Aa31LG3G8800	AT4G25610.1	CARHR233030.1	Carub.0007s1537.1.p	gene-TAV2_LOCUS25866
N0.HOG0012412	OG0010362	n0	Aa31LG3G8820	AT5G52430.1	CARHR265420.1	Carub.0008s1253.1.p	gene-TAV2_LOCUS21943
N0.HOG0012413	OG0010363	n0	Aa31LG3G8850	AT5G52510.1	CARHR265480.1	Carub.0008s1263.1.p	gene-TAV2_LOCUS18481
N0.HOG0012414	OG0010364	n0	Aa31LG3G8870	AT5G52520.1	CARHR265490.1	Carub.0008s1264.1.p	gene-TAV2_LOCUS18484
N0.HOG0012415	OG0010365	n0	Aa31LG3G8900	AT5G52545.2	CARHR265530.1	Carub.0008s1267.1.p	gene-TAV2_LOCUS18486
N0.HOG0012416	OG0010366	n0	Aa31LG3G8940	AT5G49650.1	CARHR293240.1	Carub.0008s0951.1.p	gene-TAV2_LOCUS3462
N0.HOG0012417	OG0010367	n0	Aa31LG3G8980	AT5G52660.2	CARHR265650.1	Carub.0008s1280.1.p	gene-TAV2_LOCUS20931
N0.HOG0012418	OG0010368	n0	Aa31LG3G9020	AT5G52780.1	CARHR265730.1	Carub.0008s1294.1.p	gene-TAV2_LOCUS18695
N0.HOG0012419	OG0010369	n0	Aa31LG3G9030	AT5G52790.1	CARHR265720.1	Carub.0008s1295.1.p	gene-TAV2_LOCUS19914
N0.HOG0012420	OG0010370	n0	Aa31LG3G9040	AT5G52800.3	CARHR265740.1	Carub.0008s1296.1.p	gene-TAV2_LOCUS18693
N0.HOG0012421	OG0010371	n0	Aa31LG3G9070	AT5G52830.1	CARHR265760.1	Carub.0008s1299.1.p	gene-TAV2_LOCUS20823
N0.HOG0012422	OG0010372	n0	Aa31LG3G9090	AT5G52850.1	CARHR265780.1	Carub.0008s1301.1.p	gene-TAV2_LOCUS20822
N0.HOG0012423	OG0010373	n0	Aa31LG3G9110	AT5G52870.1	CARHR265810.1	Carub.0008s1303.1.p	gene-TAV2_LOCUS20105
N0.HOG0012424	OG0010374	n0	Aa31LG3G9170	AT5G52920.1	CARHR265910.1	Carub.0008s1312.1.p	gene-TAV2_LOCUS21171
N0.HOG0012425	OG0010375	n0	Aa31LG3G9180	AT5G52950.1	CARHR265920.1	Carub.0008s1313.1.p	gene-TAV2_LOCUS21170
N0.HOG0012426	OG0010376	n0	Aa31LG3G9220	AT5G53310.1	CARHR266350.1	Carub.0008s1349.1.p	gene-TAV2_LOCUS19229
N0.HOG0012427	OG0010377	n0	Aa31LG3G9230	AT5G53320.1	CARHR266360.1	Carub.0008s1350.1.p	gene-TAV2_LOCUS18832
N0.HOG0012428	OG0010378	n0	Aa31LG3G9260	AT5G53250.1	CARHR266300.1	Carub.0008s1343.1.p	gene-TAV2_LOCUS19231
N0.HOG0012429	OG0010379	n0	Aa31LG3G9280	AT5G53200.1	CARHR266270.1	Carub.0008s1340.1.p	gene-TAV2_LOCUS21687
N0.HOG0012430	OG0010380	n0	Aa31LG3G9310	AT5G53170.1	CARHR266240.1	Carub.0008s1337.1.p	gene-TAV2_LOCUS21693
N0.HOG0012431	OG0010381	n0	Aa31LG3G9320	AT5G53160.2	CARHR266230.1	Carub.0008s1336.1.p	gene-TAV2_LOCUS21692
N0.HOG0012432	OG0010382	n0	Aa31LG3G9340	AT5G53130.1	CARHR266160.1	Carub.0008s1333.1.p	gene-TAV2_LOCUS22189
N0.HOG0012433	OG0010383	n0	Aa31LG3G9350	AT5G53120.6	CARHR266150.1	Carub.0008s1332.1.p	gene-TAV2_LOCUS21226
N0.HOG0012434	OG0010384	n0	Aa31LG3G9360	AT5G53110.1	CARHR266130.1	Carub.0008s1331.1.p	gene-TAV2_LOCUS22190
N0.HOG0012435	OG0010385	n0	Aa31LG3G9400	AT5G53070.1	CARHR266090.1	Carub.0008s1327.1.p	gene-TAV2_LOCUS22193
N0.HOG0012436	OG0010386	n0	Aa31LG3G9410	AT5G53060.1	CARHR266080.1	Carub.0008s1326.1.p	gene-TAV2_LOCUS20739
N0.HOG0012437	OG0010387	n0	Aa31LG3G9420	AT5G53050.4	CARHR266070.1	Carub.0008s1325.1.p	gene-TAV2_LOCUS20736
N0.HOG0012438	OG0010388	n0	Aa31LG3G9430	AT5G53045.1	CARHR266060.1	Carub.0008s1324.1.p	gene-TAV2_LOCUS20735
N0.HOG0012439	OG0010389	n0	Aa31LG3G9460	AT5G53020.6	CARHR266030.1	Carub.0008s1321.1.p	gene-TAV2_LOCUS21168
N0.HOG0012440	OG0010390	n0	Aa31LG3G9480	AT5G52990.1	CARHR265980.1	Carub.0008s1319.1.p	gene-TAV2_LOCUS21167
N0.HOG0012441	OG0010391	n0	Aa31LG3G9510	AT5G53350.1	CARHR266480.1	Carub.0008s1353.1.p	gene-TAV2_LOCUS18829
N0.HOG0012442	OG0010392	n0	Aa31LG3G9530	AT5G53370.2	CARHR266490.1	Carub.0008s1355.1.p	gene-TAV2_LOCUS18830
N0.HOG0012443	OG0010393	n0	Aa31LG3G9570	AT5G53390.1	CARHR266520.1	Carub.0008s1356.1.p	gene-TAV2_LOCUS20964
N0.HOG0012444	OG0010394	n0	Aa31LG3G9590	AT5G53420.1	CARHR266540.1	Carub.0008s1358.1.p	gene-TAV2_LOCUS20963
N0.HOG0012445	OG0010395	n0	Aa31LG3G9620	AT5G53460.1	CARHR266580.1, CARHR286540.1	Carub.0008s1362.1.p	
N0.HOG0012446	OG0010396	n0	Aa31LG3G9630	AT5G53480.1	CARHR266610.1	Carub.0008s1364.1.p	gene-TAV2_LOCUS18516
N0.HOG0012447	OG0010397	n0	Aa31LG3G9650	AT5G53486.4	CARHR266620.1	Carub.0008s1365.1.p	gene-TAV2_LOCUS18514
N0.HOG0012448	OG0010398	n0	Aa31LG3G9660	AT5G53490.4	CARHR266630.1	Carub.0008s1366.1.p	gene-TAV2_LOCUS18813
N0.HOG0012449	OG0010399	n0	Aa31LG3G9670	AT5G53500.1	CARHR266640.1	Carub.0008s1367.1.p	gene-TAV2_LOCUS18515
N0.HOG0012450	OG0010400	n0	Aa31LG3G9760	AT5G53580.1	CARHR266710.1	Carub.0008s1375.1.p	gene-TAV2_LOCUS20053
N0.HOG0012451	OG0010401	n0	Aa31LG3G9780	AT5G53650.1	CARHR266810.1	Carub.0008s1398.1.p	gene-TAV2_LOCUS20555
N0.HOG0012452	OG0010402	n0	Aa31LG3G9790	AT5G53660.1	CARHR266820.1	Carub.0008s1400.1.p	gene-TAV2_LOCUS19183
N0.HOG0012453	OG0010403	n0	Aa31LG3G9810	AT5G53730.1	CARHR266860.1	Carub.0008s1403.1.p	gene-TAV2_LOCUS21409
N0.HOG0012454	OG0010404	n0	Aa31LG3G9830	AT5G54180.1	CARHR267390.1	Carub.0008s1449.1.p	gene-TAV2_LOCUS19673
N0.HOG0012455	OG0010405	n0	Aa31LG3G9920	AT5G54110.1	CARHR267310.1	Carub.0008s1440.1.p	gene-TAV2_LOCUS21172
N0.HOG0012456	OG0010406	n0	Aa31LG3G9940	AT5G54090.1	CARHR267280.1	Carub.0008s1437.1.p	gene-TAV2_LOCUS19077
N0.HOG0012457	OG0010407	n0	Aa31LG3G9950	AT5G54080.2	CARHR267270.1	Carub.0008s1436.1.p	gene-TAV2_LOCUS19078
N0.HOG0012458	OG0010408	n0	Aa31LG3G9980	AT5G53980.1	CARHR267140.1	Carub.0008s1428.1.p	gene-TAV2_LOCUS21104
N0.HOG0012459	OG0010409	n0	Aa31LG3G9990	AT5G53970.1	CARHR267100.1	Carub.0008s1427.1.p	gene-TAV2_LOCUS21107
N0.HOG0012460	OG0010410	n0	Aa31LG3G10010	AT5G53950.1	CARHR267090.1	Carub.0008s1426.1.p	gene-TAV2_LOCUS21106
N0.HOG0012461	OG0010411	n0	Aa31LG3G10030	AT5G53920.1	CARHR267060.1	Carub.0008s1423.1.p	gene-TAV2_LOCUS21101
N0.HOG0012462	OG0010412	n0	Aa31LG3G10040	AT5G53900.2	CARHR267020.1	Carub.0008s1420.1.p	gene-TAV2_LOCUS19616
N0.HOG0012463	OG0010413	n0	Aa31LG3G10050	AT5G53890.1	CARHR267010.1	Carub.0008s1418.1.p	gene-TAV2_LOCUS19617
N0.HOG0012464	OG0010414	n0	Aa31LG3G10070	AT5G53860.4	CARHR266990.1	Carub.0008s1415.1.p	gene-TAV2_LOCUS19613
N0.HOG0012465	OG0010415	n0	Aa31LG3G10080	AT5G53850.5	CARHR266980.1	Carub.0008s1414.1.p	gene-TAV2_LOCUS19615
N0.HOG0012466	OG0010416	n0	Aa31LG3G10090	AT5G53830.1	CARHR266970.1	Carub.0008s1412.1.p	gene-TAV2_LOCUS21804
N0.HOG0012467	OG0010417	n0	Aa31LG3G10140	AT5G53770.1	CARHR266920.1	Carub.0008s1407.1.p	gene-TAV2_LOCUS8420
N0.HOG0012468	OG0010418	n0	Aa31LG3G10170	AT5G54200.1	CARHR267420.1	Carub.0008s1452.1.p	gene-TAV2_LOCUS19669
N0.HOG0012469	OG0010419	n0	Aa31LG3G10190	AT5G54230.1	CARHR267490.1	Carub.0008s1457.1.p	gene-TAV2_LOCUS22200
N0.HOG0012470	OG0010420	n0	Aa31LG3G10210	AT5G54250.2	CARHR267530.1	Carub.0008s1459.1.p	gene-TAV2_LOCUS22197
N0.HOG0012471	OG0010421	n0	Aa31LG3G10220	AT5G54260.2	CARHR267540.1	Carub.0008s1460.1.p	gene-TAV2_LOCUS22196
N0.HOG0012472	OG0010422	n0	Aa31LG3G10230	AT5G54270.1	CARHR267560.1	Carub.0008s1462.1.p	gene-TAV2_LOCUS20368
N0.HOG0012473	OG0010423	n0	Aa31LG3G10240	AT5G54280.2	CARHR267570.1	Carub.0008s1463.1.p	gene-TAV2_LOCUS20369
N0.HOG0012474	OG0010424	n0	Aa31LG3G10250	AT5G54290.2	CARHR267580.1	Carub.0008s1464.1.p	gene-TAV2_LOCUS20743
N0.HOG0012475	OG0010425	n0	Aa31LG3G10270	AT5G54310.1	CARHR267620.1	Carub.0008s1466.1.p	gene-TAV2_LOCUS20742
N0.HOG0012476	OG0010426	n0	Aa31LG3G10320	AT5G54380.1	CARHR267640.1	Carub.0008s1471.1.p	gene-TAV2_LOCUS20366
N0.HOG0012477	OG0010427	n0	Aa31LG3G10330	AT5G54390.1	CARHR267670.1	Carub.0008s1472.1.p	gene-TAV2_LOCUS19241
N0.HOG0012478	OG0010428	n0	Aa31LG3G10340	AT5G54400.1	CARHR267680.1	Carub.0008s1473.1.p	gene-TAV2_LOCUS19240
N0.HOG0012479	OG0010429	n0	Aa31LG3G10350	AT5G54440.1	CARHR267710.1	Carub.0008s1474.1.p	gene-TAV2_LOCUS19239
N0.HOG0012480	OG0010430	n0	Aa31LG3G10370	AT4G24380.3	CARHR231790.1	Carub.0007s1667.1.p	gene-TAV2_LOCUS22689
N0.HOG0012481	OG0010431	n0	Aa31LG3G10470	AT5G54520.1	CARHR267800.1	Carub.0008s1480.1.p	gene-TAV2_LOCUS21702
N0.HOG0012482	OG0010432	n0	Aa31LG3G10480	AT5G54530.1	CARHR267810.1	Carub.0008s1481.1.p	gene-TAV2_LOCUS21703
N0.HOG0012483	OG0010433	n0	Aa31LG3G10490	AT5G54540.1	CARHR267820.1	Carub.0008s1482.1.p	gene-TAV2_LOCUS21704
N0.HOG0012484	OG0010434	n0	Aa31LG3G10510	AT5G54570.1	CARHR267850.1	Carub.0008s1483.1.p	gene-TAV2_LOCUS20232
N0.HOG0012485	OG0010435	n0	Aa31LG3G10520	AT5G54580.1	CARHR267860.1	Carub.0008s1484.1.p	gene-TAV2_LOCUS20231
N0.HOG0012486	OG0010436	n0	Aa31LG3G10530	AT5G54585.1	CARHR267870.1	Carub.0008s1485.1.p	gene-TAV2_LOCUS20234
N0.HOG0012487	OG0010437	n0	Aa31LG3G10550	AT5G54600.1	CARHR267890.1	Carub.0008s1487.1.p	gene-TAV2_LOCUS18834
N0.HOG0012488	OG0010438	n0	Aa31LG3G10590	AT5G54660.1	CARHR267970.1	Carub.0008s1492.1.p	gene-TAV2_LOCUS18839
N0.HOG0012489	OG0010439	n0	Aa31LG3G10650	AT5G54750.2	CARHR268090.1	Carub.0008s1502.1.p	gene-TAV2_LOCUS5220
N0.HOG0012490	OG0010440	n0	Aa31LG3G10690	AT5G54770.1	CARHR268120.1	Carub.0008s1504.1.p	gene-TAV2_LOCUS19884
N0.HOG0012491	OG0010441	n0	Aa31LG3G10700	AT4G27110.1	CARHR234760.1	Carub.0007s1373.1.p	gene-TAV2_LOCUS25157
N0.HOG0012492	OG0010442	n0	Aa31LG3G10720	AT5G54790.1	CARHR268130.1	Carub.0008s1506.1.p	gene-TAV2_LOCUS19035
N0.HOG0012493	OG0010443	n0	Aa31LG3G10750	AT5G54830.1	CARHR268160.1	Carub.0008s1512.1.p	gene-TAV2_LOCUS19818
