group_id	Aar.fa	Ath.fa	Chi.fa	Cru.fa	Tar.fa
13435	Aa31sc118G70	AT5G47520.1	CARHR173830.1	Carub.0008s0025.1.p	gene-TAV2_LOCUS7102
13436	Aa31sc1187G30,Aa31sc992G40	AT3G57560.1	CARHR167790.1	Carub.0005s2440.1.p	*
13437	Aa31sc119G90	AT1G47640.1	CARHR037270.1	Carub.0001s3642.1.p	gene-TAV2_LOCUS3694
13438	Aa31sc12G20	AT1G68740.1	CARHR061560.1	Carub.0002s1529.1.p	gene-TAV2_LOCUS16940
13439	Aa31sc12G30	AT1G68730.1	CARHR061550.1	Carub.0002s1528.1.p	gene-TAV2_LOCUS16939
13440	Aa31sc12G40	AT1G68720.1	CARHR061530.1	Carub.0002s1526.1.p	gene-TAV2_LOCUS16294
13441	Aa31sc12G70	AT1G68710.3	CARHR061520.1	Carub.0002s1525.1.p	gene-TAV2_LOCUS16941
13442	Aa31sc12G90	AT1G68680.1	CARHR061490.1	Carub.0002s1522.1.p	gene-TAV2_LOCUS16295
13443	Aa31sc12G100	AT1G80550.1	CARHR074070.1	Carub.0002s2701.1.p	gene-TAV2_LOCUS18012
13444	Aa31sc12G120	AT1G68850.1	CARHR061690.1	Carub.0002s1544.1.p	gene-TAV2_LOCUS18074
13445	Aa31sc12G150	AT1G68890.1	CARHR061750.1	Carub.0002s1552.1.p	gene-TAV2_LOCUS16138
13446	Aa31sc12G170	AT1G68910.1	CARHR061780.1	Carub.0002s1555.1.p	gene-TAV2_LOCUS17664
13447	Aa31sc12G180	AT1G68920.1	CARHR061790.1	Carub.0002s1556.1.p	gene-TAV2_LOCUS16140
13448	Aa31sc12G210	AT1G68940.2	CARHR061810.1	Carub.0002s1558.1.p	gene-TAV2_LOCUS16141
13449	Aa31sc12G220	AT1G68990.2	CARHR061870.1	Carub.0002s1561.1.p	gene-TAV2_LOCUS17276
13450	Aa31sc1211G10	AT1G68670.1	CARHR061480.1	Carub.0002s1521.1.p	gene-TAV2_LOCUS15755
13451	Aa31sc1218G10	AT3G51470.1	CARHR161050.1	Carub.0005s1785.1.p	gene-TAV2_LOCUS16912
13452	Aa31sc122G10	AT1G08030.1	CARHR007800.1	Carub.0001s0737.1.p	gene-TAV2_LOCUS2567
13453	Aa31sc124G20	AT2G04530.1	CARHR102420.1	Carub.0003s2616.1.p	gene-TAV2_LOCUS9560
13454	Aa31sc124G30	AT5G35700.1	CARHR216980.1	Carub.0007s3144.1.p	gene-TAV2_LOCUS25329
13455	Aa31sc124G40	AT5G35690.1	CARHR217000.1	Carub.0007s3142.1.p	gene-TAV2_LOCUS25335
13456	Aa31sc1252G20	AT4G32800.1	CARHR240790.1	Carub.0007s0769.1.p	gene-TAV2_LOCUS23459
13457	Aa31sc127G20	AT5G13520.1	CARHR199920.1	Carub.0006s1168.1.p	gene-TAV2_LOCUS21347
13458	Aa31sc127G30	AT5G13510.1	CARHR199930.1	Carub.0006s1167.1.p	gene-TAV2_LOCUS21348
13459	Aa31sc127G40	AT5G13500.1	CARHR199940.1	Carub.0006s1166.1.p	gene-TAV2_LOCUS21349
13460	Aa31sc1276G10	AT3G12480.1	CARHR086980.1	Carub.0003s1181.1.p	gene-TAV2_LOCUS11683
13461	Aa31sc1276G20	AT3G12490.2	CARHR086990.1	Carub.0003s1182.1.p	gene-TAV2_LOCUS10769
13462	Aa31sc128G50	AT2G25180.1	CARHR116480.1	Carub.0004s0476.1.p	gene-TAV2_LOCUS14536
13463	Aa31sc13G30	AT3G32940.1	CARHR153580.1	Carub.0005s0594.1.p	gene-TAV2_LOCUS6647
13464	Aa31sc13G50	AT1G07570.3	CARHR007360.1	Carub.0001s0690.1.p	gene-TAV2_LOCUS451
13465	Aa31sc13G80	AT1G07590.1	CARHR007380.1	Carub.0001s0691.1.p	gene-TAV2_LOCUS452
13466	Aa31sc13G100	AT1G07620.2	CARHR007410.1	Carub.0001s0695.1.p	gene-TAV2_LOCUS450
13467	Aa31sc130G70	AT2G07170.1	CARHR104000.1	Carub.0013s0002.1.p	gene-TAV2_LOCUS22637
13468	Aa31sc130G80	AT2G07180.1	CARHR104010.1	Carub.0013s0003.1.p	gene-TAV2_LOCUS18941
13469	Aa31sc130G90	AT2G22650.1	CARHR104080.1	Carub.0013s0015.1.p	gene-TAV2_LOCUS25914
13470	Aa31sc130G100	AT2G07690.1	CARHR104070.1	Carub.0013s0016.1.p	gene-TAV2_LOCUS9087
13471	Aa31sc131G30	AT4G32920.1	CARHR240930.1	Carub.0007s0756.1.p	gene-TAV2_LOCUS23086
13472	Aa31sc131G40	AT4G32910.1	CARHR240910.1	Carub.0007s0758.1.p	gene-TAV2_LOCUS23084
13473	Aa31sc131G50	AT4G32900.2	CARHR240900.1	Carub.0007s0759.1.p	gene-TAV2_LOCUS23083
13474	Aa31sc132G20	AT2G24400.1	CARHR117650.1	Carub.0004s0376.1.p	gene-TAV2_LOCUS14586
13475	Aa31sc132G30	AT2G24395.1	CARHR117660.1	Carub.0004s0375.1.p	gene-TAV2_LOCUS14587
13476	Aa31sc132G90	AT2G24370.1	CARHR117680.1	Carub.0004s0370.1.p	gene-TAV2_LOCUS12833
13477	Aa31sc133G40	AT2G06010.1	CARHR103670.1	Carub.0003s2714.1.p	gene-TAV2_LOCUS1731
13478	Aa31sc133G50	AT2G06025.1	CARHR103710.1	Carub.0003s2716.1.p	gene-TAV2_LOCUS23723
13479	Aa31sc133G60	AT2G06040.1	CARHR103720.1	Carub.0003s2717.1.p	gene-TAV2_LOCUS3395
13480	Aa31sc133G80	AT2G06050.1	CARHR103770.1	Carub.0003s2719.1.p	gene-TAV2_LOCUS8907
13481	Aa31sc133G100	AT2G06210.1	CARHR103800.1	Carub.0003s2725.1.p	gene-TAV2_LOCUS10854
13482	Aa31sc136G10	AT1G09030.1	CARHR008930.1	Carub.0001s0836.1.p	gene-TAV2_LOCUS184
13483	Aa31sc136G20	AT1G09020.1	CARHR008910.1	Carub.0001s0834.1.p	gene-TAV2_LOCUS183
13484	Aa31sc136G30	AT1G09010.1	CARHR008900.1	Carub.0001s0833.1.p	gene-TAV2_LOCUS1665
13485	Aa31sc136G70	AT1G08990.1	CARHR008890.1	Carub.0001s0831.1.p	gene-TAV2_LOCUS1661
13486	Aa31sc136G80	AT5G07110.1	CARHR206040.1	Carub.0006s0603.1.p	gene-TAV2_LOCUS19109
13487	Aa31sc136G100	AT1G54830.3	CARHR056010.1	Carub.0002s0860.1.p	gene-TAV2_LOCUS6207
13488	Aa31sc137G30	AT5G50160.1	CARHR258480.1	Carub.0008s1016.1.p	gene-TAV2_LOCUS22402
13489	Aa31sc137G50	AT1G08320.4	CARHR008210.1	Carub.0001s0768.1.p	gene-TAV2_LOCUS3148
13490	Aa31sc1371G10	AT3G51380.1	CARHR160980.1	Carub.0005s1776.1.p	gene-TAV2_LOCUS15705
13491	Aa31sc138G30	AT3G25400.1	CARHR101700.1	Carub.0003s2571.1.p	gene-TAV2_LOCUS11195
13492	Aa31sc139G10	AT4G28000.2	CARHR235690.1	Carub.0007s1280.1.p	gene-TAV2_LOCUS24159
13493	Aa31sc139G20	AT4G27960.2	CARHR235660.1	Carub.0007s1287.1.p	gene-TAV2_LOCUS24161
13494	Aa31sc139G30	AT1G08460.1	CARHR008340.1	Carub.0001s0781.1.p	gene-TAV2_LOCUS576
13495	Aa31sc139G70	AT5G53440.1	CARHR266560.1	Carub.0008s1360.1.p	gene-TAV2_LOCUS20960
13496	Aa31sc1395G10	AT4G25434.8	CARHR232860.1	Carub.0007s1555.1.p	gene-TAV2_LOCUS24104
13497	Aa31sc14G10	AT4G33910.1	CARHR242000.1	Carub.0007s0652.1.p	gene-TAV2_LOCUS24313
13498	Aa31sc14G30	AT4G33905.1	CARHR241990.1	Carub.0007s0654.1.p	gene-TAV2_LOCUS24314
13499	Aa31sc14G40	AT4G33890.1	CARHR241980.1	Carub.0007s0655.1.p	gene-TAV2_LOCUS24315
13500	Aa31sc140G50	AT1G68185.2	CARHR060870.1	Carub.0002s1467.1.p	gene-TAV2_LOCUS17408
13501	Aa31sc141G10	AT3G54860.2	CARHR164840.1	Carub.0005s2147.1.p	gene-TAV2_LOCUS16624
13502	Aa31sc141G20	AT3G54850.1	CARHR164830.1	Carub.0005s2146.1.p	gene-TAV2_LOCUS16617
13503	Aa31sc143G20	AT1G27620.1	CARHR134190.1	Carub.0001s2613.1.p	gene-TAV2_LOCUS3651
13504	Aa31sc143G30	AT5G57960.1	CARHR271740.1	Carub.0008s1849.1.p	gene-TAV2_LOCUS20541
13505	Aa31sc143G40	AT1G44970.1	CARHR036170.1	Carub.0001s3544.1.p	gene-TAV2_LOCUS3712
13506	Aa31sc144G30	AT5G13680.1	CARHR199760.1	Carub.0006s1184.1.p	gene-TAV2_LOCUS18563
13507	Aa31sc144G40	AT5G13670.1	CARHR199770.1	Carub.0006s1183.1.p	gene-TAV2_LOCUS19863
13508	Aa31sc144G50	AT5G13660.2	CARHR199780.1	Carub.0006s1182.1.p	gene-TAV2_LOCUS18564
13509	Aa31sc144G60	AT5G13630.1	CARHR199810.1	Carub.0006s1179.1.p	gene-TAV2_LOCUS19861
13510	Aa31sc146G10	AT4G33467.1	CARHR241540.1	Carub.0007s0701.1.p	gene-TAV2_LOCUS22647
13511	Aa31sc146G20	AT4G33470.1	CARHR241550.1	Carub.0007s0700.1.p	gene-TAV2_LOCUS22652
13512	Aa31sc146G40	AT1G28060.1	CARHR027510.1	Carub.0001s2649.1.p	gene-TAV2_LOCUS60
13513	Aa31sc146G60	AT4G33480.1	CARHR241560.1	Carub.0007s0699.1.p	gene-TAV2_LOCUS22651
13514	Aa31sc146G100	AT1G27990.1	CARHR027420.1	Carub.0001s2644.1.p	gene-TAV2_LOCUS67
13515	Aa31sc1464G10	AT1G45688.1	CARHR036510.1	Carub.0001s3577.1.p	gene-TAV2_LOCUS3866
13516	Aa31sc148G20	AT2G25260.1	CARHR116280.1	Carub.0004s0488.1.p	gene-TAV2_LOCUS13528
13517	Aa31sc1489G10	AT4G32440.2	CARHR240360.1	Carub.0007s0813.1.p	gene-TAV2_LOCUS22616
13518	Aa31sc151G10	AT5G47430.6	CARHR173950.1	Carub.0008s0036.1.p	gene-TAV2_LOCUS7045
13519	Aa31sc151G20	AT5G59810.1	CARHR273390.1	Carub.0008s2047.1.p	gene-TAV2_LOCUS19200
13520	Aa31sc151G40	AT5G47400.1	CARHR173970.1	Carub.0008s0038.1.p	gene-TAV2_LOCUS7047
13521	Aa31sc151G50	AT4G17430.1	CARHR224030.1	Carub.0007s2399.1.p	gene-TAV2_LOCUS24945
13522	Aa31sc152G10	AT1G47270.1	CARHR036820.1	Carub.0001s3605.1.p	gene-TAV2_LOCUS4067
13523	Aa31sc152G30	AT1G47278.2	CARHR036850.1	Carub.0001s3607.1.p	gene-TAV2_LOCUS2529
13524	Aa31sc1529G10	AT4G27680.1	CARHR235410.1	Carub.0007s1314.1.p	gene-TAV2_LOCUS25032
13525	Aa31sc153G70	AT3G12360.1	CARHR086890.1	Carub.0003s1172.1.p	gene-TAV2_LOCUS8814
13526	Aa31sc153G80	AT3G12370.1	CARHR086910.1	Carub.0003s1173.1.p	gene-TAV2_LOCUS8810
13527	Aa31sc154G60	AT3G24800.1	CARHR101150.1	Carub.0003s2521.1.p	gene-TAV2_LOCUS11210
13528	Aa31sc156G20	AT4G12640.1	CARHR217980.1	Carub.0007s3020.1.p	gene-TAV2_LOCUS3512
13529	Aa31sc157G10	AT5G13600.1	CARHR199840.1	Carub.0006s1176.1.p	gene-TAV2_LOCUS19857
13530	Aa31sc157G20	AT5G13560.1	CARHR199880.1	Carub.0006s1172.1.p	gene-TAV2_LOCUS19864
13531	Aa31sc158G10	AT1G27630.1	CARHR134170.1	Carub.0001s2614.1.p	gene-TAV2_LOCUS3652
13532	Aa31sc158G20	AT1G42970.1	CARHR035230.1	Carub.0001s3435.1.p	gene-TAV2_LOCUS373
13533	Aa31sc158G60	AT1G27650.1	CARHR134160.1	Carub.0001s2615.1.p	gene-TAV2_LOCUS2052
13534	Aa31sc16G30	AT4G25390.1	CARHR232800.1	Carub.0007s1562.1.p	gene-TAV2_LOCUS25428
13535	Aa31sc16G60	AT4G25370.1	CARHR232780.1	Carub.0007s1564.1.p	gene-TAV2_LOCUS25429
13536	Aa31sc16G150	AT5G51600.1	CARHR264400.1	Carub.0008s1164.1.p	gene-TAV2_LOCUS21363
13537	Aa31sc16G170	AT4G25270.1	CARHR232680.1	Carub.0007s1574.1.p	gene-TAV2_LOCUS23123
13538	Aa31sc16G180	AT4G25260.1	CARHR232670.1	Carub.0007s1575.1.p	gene-TAV2_LOCUS23126
13539	Aa31sc16G210	AT4G25250.1	CARHR232660.1	Carub.0007s1577.1.p	gene-TAV2_LOCUS23125
13540	Aa31sc16G220	AT4G25240.1	CARHR232650.1	Carub.0007s1578.1.p	gene-TAV2_LOCUS23128
13541	Aa31sc16G230	AT4G25230.1	CARHR232640.1	Carub.0007s1579.1.p	gene-TAV2_LOCUS23127
13542	Aa31sc16G250	AT4G25220.1	CARHR232620.1	Carub.0007s1581.1.p	gene-TAV2_LOCUS23130
13543	Aa31sc160G10	AT3G07370.1	CARHR082020.1	Carub.0003s0692.1.p	gene-TAV2_LOCUS10931
13544	Aa31sc160G20	AT5G16850.1	CARHR196310.1	Carub.0006s1507.1.p	gene-TAV2_LOCUS20139
13545	Aa31sc163G30	AT4G25720.1	CARHR233170.1	Carub.0007s1524.1.p	gene-TAV2_LOCUS23504
13546	Aa31sc165G10	AT4G25540.1	CARHR232960.1	Carub.0007s1544.1.p	gene-TAV2_LOCUS24333
13547	Aa31sc167G30	AT5G06550.1	CARHR206650.1	Carub.0006s0543.1.p	gene-TAV2_LOCUS19243
13548	Aa31sc167G60	AT5G06580.1	CARHR206620.1	Carub.0006s0546.1.p	gene-TAV2_LOCUS19476
13549	Aa31sc167G70	AT1G56050.1	CARHR045770.1	Carub.0001s4464.1.p	gene-TAV2_LOCUS1227
13550	Aa31sc17G50	AT1G08960.1	CARHR008860.1	Carub.0001s0827.1.p	gene-TAV2_LOCUS1664
13551	Aa31sc17G130	AT1G08930.1	CARHR008840.1	Carub.0002s0877.1.p	gene-TAV2_LOCUS3176
13552	Aa31sc17G140	AT1G08920.2	CARHR008830.1	Carub.0001s0825.1.p	gene-TAV2_LOCUS3175
13553	Aa31sc17G150	AT1G08910.1	CARHR008810.1	Carub.0001s0824.1.p	gene-TAV2_LOCUS3169
13554	Aa31sc17G200	AT1G08845.2	CARHR008770.1	Carub.0001s0820.1.p	gene-TAV2_LOCUS3172
13555	Aa31sc17G210	AT1G08840.3	CARHR008760.1	Carub.0001s0819.1.p	gene-TAV2_LOCUS3171
13556	Aa31sc17G240	AT1G08830.1	CARHR008750.1	Carub.0001s0818.1.p	gene-TAV2_LOCUS3174
13557	Aa31sc170G10	AT5G20040.3	CARHR192800.1	Carub.0006s1841.1.p	gene-TAV2_LOCUS21449
13558	Aa31sc170G20	AT5G50170.1	CARHR258460.1	Carub.0008s1017.1.p	gene-TAV2_LOCUS19186
13559	Aa31sc170G70	AT5G50180.1	CARHR258440.1	Carub.0008s1020.1.p	gene-TAV2_LOCUS18439
13560	Aa31sc171G20	AT3G54130.1	CARHR164010.1	Carub.0005s2072.1.p	gene-TAV2_LOCUS17124
13561	Aa31sc171G30	AT3G54140.1	CARHR164050.1	Carub.0005s2073.1.p	gene-TAV2_LOCUS17123
13562	Aa31sc172G10	AT3G12090.1	CARHR086650.1	Carub.0003s1143.1.p	gene-TAV2_LOCUS9674
13563	Aa31sc172G20	AT3G12080.1	CARHR086640.1	Carub.0003s1142.1.p	gene-TAV2_LOCUS9673
13564	Aa31sc172G50	*	CARHR120630.1	Carub.0005s0344.1.p,Carub.0007s3160.1.p	gene-TAV2_LOCUS588
13565	Aa31sc173G30	AT5G47240.2	CARHR174120.1	Carub.0008s0050.1.p	gene-TAV2_LOCUS5055
13566	Aa31sc174G10	AT3G21580.1	CARHR097540.1	Carub.0003s2162.1.p	gene-TAV2_LOCUS9137
13567	Aa31sc174G50	AT5G50110.1	CARHR258520.1	Carub.0008s1012.1.p	gene-TAV2_LOCUS23960
13568	Aa31sc175G10	AT1G07890.5	CARHR007700.1	Carub.0001s0723.1.p	gene-TAV2_LOCUS999
13569	Aa31sc175G20	AT1G07870.2	CARHR007680.1	Carub.0001s0721.1.p	gene-TAV2_LOCUS997
13570	Aa31sc175G30	AT1G07850.1	CARHR007660.1	Carub.0001s0719.1.p	gene-TAV2_LOCUS998
13571	Aa31sc176G10	AT5G07030.1	CARHR206120.1	Carub.0006s0595.1.p	gene-TAV2_LOCUS21178
13572	Aa31sc176G40	AT3G54300.3	CARHR164230.1	Carub.0005s2089.1.p	gene-TAV2_LOCUS17996
13573	Aa31sc177G40	AT2G38170.3	CARHR132770.1	Carub.0004s2015.1.p	gene-TAV2_LOCUS14430
13574	Aa31sc178G40	AT4G33760.1	CARHR241850.1	Carub.0007s0667.1.p	gene-TAV2_LOCUS24318
13575	Aa31sc178G50	AT4G33740.4	CARHR241840.1	Carub.0007s0668.1.p	gene-TAV2_LOCUS23633
13576	Aa31sc179G40	AT1G68590.1	CARHR061390.1	Carub.0002s1513.1.p	gene-TAV2_LOCUS17729
13577	Aa31sc179G60	AT1G68585.1	CARHR061380.1	Carub.0002s1512.1.p	gene-TAV2_LOCUS17728
13578	Aa31sc179G70	AT1G68580.2	CARHR061370.1	Carub.0002s1511.1.p	gene-TAV2_LOCUS17727
13579	Aa31sc179G80	AT1G68570.1	CARHR061360.1	Carub.0002s1510.1.p	gene-TAV2_LOCUS17733
13580	Aa31sc18G40	AT3G25470.1	CARHR101770.1	Carub.0003s2579.1.p	gene-TAV2_LOCUS11064
13581	Aa31sc18G70	AT4G35335.1	CARHR243660.1	Carub.0007s0496.1.p	gene-TAV2_LOCUS23338
13582	Aa31sc18G90	AT3G25190.1	CARHR101540.1	Carub.0003s2556.1.p	gene-TAV2_LOCUS10320
13583	Aa31sc18G110	AT3G25210.1	CARHR101560.1	Carub.0003s2558.1.p	gene-TAV2_LOCUS10319
13584	Aa31sc18G130	AT3G25220.1	CARHR101570.1	Carub.0003s2559.1.p	gene-TAV2_LOCUS10318
13585	Aa31sc18G140	AT3G25230.2	CARHR101590.1	Carub.0003s2563.1.p	gene-TAV2_LOCUS9525
13586	Aa31sc18G170	AT3G25250.1	CARHR101610.1	Carub.0003s2565.1.p	gene-TAV2_LOCUS9523
13587	Aa31sc180G20	AT5G49030.3	CARHR182680.1	Carub.0008s0885.1.p	gene-TAV2_LOCUS6767
13588	Aa31sc1803G10	AT5G48500.1	CARHR183520.1	Carub.0008s0808.1.p	gene-TAV2_LOCUS7130
13589	Aa31sc182G10	AT5G46880.3	CARHR174540.1	Carub.0008s0100.1.p	gene-TAV2_LOCUS6798
13590	Aa31sc182G20	AT5G46870.1	CARHR174580.1	Carub.0008s0104.1.p	gene-TAV2_LOCUS6797
13591	Aa31sc182G30	AT5G46860.1	CARHR174590.1	Carub.0008s0105.1.p	gene-TAV2_LOCUS6796
13592	Aa31sc182G50	AT5G46850.2	CARHR174600.1	Carub.0008s0106.1.p	gene-TAV2_LOCUS6795
13593	Aa31sc184G10	AT4G33880.1	CARHR241970.1	Carub.0007s0656.1.p	gene-TAV2_LOCUS24316
13594	Aa31sc185G80	AT4G16310.4	CARHR222680.1	Carub.0007s2522.1.p	gene-TAV2_LOCUS24982
13595	Aa31sc185G120	AT1G45110.1	CARHR036210.1	Carub.0001s3551.1.p	gene-TAV2_LOCUS1572
13596	Aa31sc186G10	AT5G48480.1	CARHR183600.1	Carub.0008s0806.1.p	gene-TAV2_LOCUS5106
13597	Aa31sc187G10	AT4G32540.2	CARHR240510.1	Carub.0007s0801.1.p	gene-TAV2_LOCUS23517
13598	Aa31sc188G30	AT2G25220.2	CARHR116390.1	Carub.0004s0483.1.p	gene-TAV2_LOCUS13530
13599	Aa31sc189G20	AT2G38140.1	CARHR132730.1	Carub.0004s2011.1.p	gene-TAV2_LOCUS14431
13600	Aa31sc189G80	AT2G38160.3	CARHR132760.1	Carub.0004s2014.1.p	gene-TAV2_LOCUS14429
13601	Aa31sc192G20	AT5G49810.1	CARHR258960.1	Carub.0008s0969.1.p	gene-TAV2_LOCUS18988
13602	Aa31sc1964G10	AT4G29230.1	CARHR236990.1	Carub.0007s1137.1.p	gene-TAV2_LOCUS22665
13603	Aa31sc198G30	AT5G47180.1	CARHR174180.1	Carub.0008s0056.1.p	gene-TAV2_LOCUS7999
13604	Aa31sc20G20	AT1G08800.1	CARHR008720.1	Carub.0001s0814.1.p	gene-TAV2_LOCUS707
13605	Aa31sc20G30	AT1G08790.1	CARHR008710.1	Carub.0001s0813.1.p	gene-TAV2_LOCUS702
13606	Aa31sc20G40	AT1G08780.1	CARHR008700.1	Carub.0001s0812.1.p	gene-TAV2_LOCUS704
13607	Aa31sc20G50	AT1G08770.1	CARHR008690.1	Carub.0001s0811.1.p	gene-TAV2_LOCUS703
13608	Aa31sc20G100	AT1G08540.1	CARHR008440.1	Carub.0001s0790.1.p	gene-TAV2_LOCUS3424
13609	Aa31sc20G120	AT1G08550.3	CARHR008450.1	Carub.0001s0791.1.p	gene-TAV2_LOCUS3793
13610	Aa31sc20G130	AT1G08560.1	CARHR008460.1	Carub.0001s0792.1.p	gene-TAV2_LOCUS3792
13611	Aa31sc20G140	AT1G08570.1	CARHR008470.1	Carub.0001s0793.1.p	gene-TAV2_LOCUS3795
13612	Aa31sc20G150	AT1G08580.1	CARHR008480.1	Carub.0001s0794.1.p	gene-TAV2_LOCUS3794
13613	Aa31sc20G170	AT1G08590.1	CARHR008490.1	Carub.0001s0795.1.p	gene-TAV2_LOCUS3797
13614	Aa31sc20G220	AT1G08680.4	CARHR008610.1	Carub.0001s0804.1.p	gene-TAV2_LOCUS2203
13615	Aa31sc200G40	AT2G11890.1	CARHR105000.1	Carub.0003s2773.1.p	gene-TAV2_LOCUS9088
13616	Aa31sc200G80	AT5G52580.2	CARHR265580.1	Carub.0008s1272.1.p	gene-TAV2_LOCUS20929
13617	Aa31sc200G90	AT5G52600.1	CARHR265590.1	Carub.0008s1273.1.p	gene-TAV2_LOCUS20932
13618	Aa31sc201G30	AT4G32290.1	CARHR240190.1	Carub.0007s0829.1.p	gene-TAV2_LOCUS25075
13619	Aa31sc202G10	AT5G51430.1	CARHR264160.1	Carub.0008s1145.1.p	gene-TAV2_LOCUS21678
13620	Aa31sc202G20	AT2G04410.1	CARHR102270.1	Carub.0003s2606.1.p	gene-TAV2_LOCUS9070
13621	Aa31sc202G30	AT2G04400.1	CARHR102260.1	Carub.0003s2605.1.p	gene-TAV2_LOCUS9079
13622	Aa31sc202G40	AT2G04305.1	CARHR102180.1	Carub.0003s2601.1.p	gene-TAV2_LOCUS9077
13623	Aa31sc202G50	AT2G04360.2	CARHR102220.1	Carub.0003s2604.1.p	gene-TAV2_LOCUS9078
13624	Aa31sc202G60	AT2G04350.1	CARHR102210.1	Carub.0003s2603.1.p	gene-TAV2_LOCUS11275
13625	Aa31sc209G80	AT2G05830.1	CARHR103410.1	Carub.0008s0467.1.p	gene-TAV2_LOCUS1620
13626	Aa31sc209G100	AT2G05810.1	CARHR103390.1	Carub.0003s2704.1.p	gene-TAV2_LOCUS9443
13627	Aa31sc209G110	AT2G05790.1	CARHR103380.1	Carub.0003s2698.1.p	gene-TAV2_LOCUS9449
13628	Aa31sc21G40	AT4G33650.2	CARHR241750.1	Carub.0007s0678.1.p	gene-TAV2_LOCUS23628
13629	Aa31sc21G60	AT4G33640.2	CARHR241740.1	Carub.0007s0679.1.p	gene-TAV2_LOCUS23627
13630	Aa31sc21G70	AT4G33630.2	CARHR241730.1	Carub.0007s0680.1.p	gene-TAV2_LOCUS25020
13631	Aa31sc21G80	AT4G33625.1	CARHR241720.1	Carub.0007s0681.1.p	gene-TAV2_LOCUS25021
13632	Aa31sc21G100	AT4G33580.2	CARHR241680.1	Carub.0007s0687.1.p	gene-TAV2_LOCUS25014
13633	Aa31sc21G110	AT4G33565.1	CARHR241670.1	Carub.0007s0688.1.p	gene-TAV2_LOCUS25015
13634	Aa31sc210G20	AT4G33330.2	CARHR241380.1	Carub.0007s0715.1.p	gene-TAV2_LOCUS25397
13635	Aa31sc210G40	AT4G33000.1	CARHR241010.1	Carub.0007s0748.1.p	gene-TAV2_LOCUS24430
13636	Aa31sc213G30	AT5G50130.1	CARHR258500.1	Carub.0008s1014.1.p	gene-TAV2_LOCUS21465
13637	Aa31sc214G60	AT3G51750.3	CARHR161380.1	Carub.0005s1810.1.p	gene-TAV2_LOCUS17692
13638	Aa31sc218G20	AT2G37760.1	CARHR131770.1	Carub.0004s1970.1.p	gene-TAV2_LOCUS14533
13639	Aa31sc218G60	AT2G37790.1	CARHR131740.1	Carub.0004s1973.1.p	gene-TAV2_LOCUS14753
13640	Aa31sc218G70	AT2G37805.1,AT2G37800.1	*	*	gene-TAV2_LOCUS14748,gene-TAV2_LOCUS14755
13641	Aa31sc219G10	AT5G47810.1	CARHR066190.1	Carub.0005s1486.1.p	gene-TAV2_LOCUS7433
13642	Aa31sc219G20	AT5G47800.2	CARHR173530.1	Carub.0008s0070.1.p	gene-TAV2_LOCUS7436
13643	Aa31sc219G30	AT5G47790.1	CARHR216590.1	Carub.0008s0068.1.p	gene-TAV2_LOCUS7435
13644	Aa31sc219G40	AT5G47770.1	CARHR173550.1	Carub.0008s0067.1.p	gene-TAV2_LOCUS7438
13645	Aa31sc219G50	AT5G47760.1	CARHR173560.1	Carub.0008s0002.1.p	gene-TAV2_LOCUS7437
13646	Aa31sc219G60	AT5G47740.2	CARHR173580.1	Carub.0008s0004.1.p	gene-TAV2_LOCUS6254
13647	Aa31sc219G70	AT5G47680.1	CARHR173630.1	Carub.0008s0010.1.p	gene-TAV2_LOCUS6251
13648	Aa31sc219G80	AT5G47690.3	CARHR173620.1	Carub.0008s0009.1.p	gene-TAV2_LOCUS6246
13649	Aa31sc221G70	AT5G49830.2	CARHR258890.1	Carub.0008s0971.1.p	gene-TAV2_LOCUS20991
13650	Aa31sc221G90	AT1G63310.1	CARHR047990.1	Carub.0002s0149.1.p	gene-TAV2_LOCUS5101
13651	Aa31sc222G100	AT5G35170.1	CARHR217250.1	Carub.0007s3100.1.p	gene-TAV2_LOCUS24342
13652	Aa31sc223G10	AT3G51710.1	CARHR161320.1	Carub.0005s1805.1.p	gene-TAV2_LOCUS17688
13653	Aa31sc228G20	AT5G49660.1	CARHR293250.1	Carub.0008s0952.1.p	gene-TAV2_LOCUS19377
13654	Aa31sc229G10	AT2G25280.1	CARHR116260.1	Carub.0004s0490.1.p	gene-TAV2_LOCUS12248
13655	Aa31sc23G70	AT5G59890.1	CARHR273500.1	Carub.0008s2054.1.p	gene-TAV2_LOCUS19784
13656	Aa31sc23G80	AT3G46010.2	CARHR154370.1	Carub.0005s1187.1.p	gene-TAV2_LOCUS16718
13657	Aa31sc23G140	AT5G59830.3	CARHR273410.1	Carub.0008s2064.1.p	gene-TAV2_LOCUS19198
13658	Aa31sc23G150	AT5G59820.1	CARHR273400.1	Carub.0008s2048.1.p	gene-TAV2_LOCUS19201
13659	Aa31sc23G170	AT5G59790.1	CARHR273370.1	Carub.0008s2045.1.p	gene-TAV2_LOCUS19195
13660	Aa31sc23G190	AT5G59770.1	CARHR273350.1	Carub.0008s2043.1.p	gene-TAV2_LOCUS19197
13661	Aa31sc23G210	AT5G59760.1	CARHR273340.1	Carub.0008s2042.1.p	gene-TAV2_LOCUS19196
13662	Aa31sc23G220	AT5G59730.1	CARHR273310.1	Carub.0008s2037.1.p	gene-TAV2_LOCUS20705
