ATfeature,refGene,Aar,Ath,Bra,Chi,Cru,Csa,Sal,Tar
FMO1,AT1G19250.1,Aa31LG7G3960,AT1G19250.1,,CARHR019850.1,Carub.0001s1885.1.p,,,gene-TAV2_LOCUS303
FMO2,AT5G45180.1,,,,,,,,
AT1G03040,AT1G03040.3,,AT1G03040.3,,CARHR002380.1,Carub.0001s0217.1.p,,,gene-TAV2_LOCUS2169
PI4KG5,AT1G26270.1,Aa31LG7G8750,AT1G26270.1,,CARHR025640.1,Carub.0001s2470.1.p,,,gene-TAV2_LOCUS3100
PILS1,AT1G20925.1,Aa31LG7G5110,"AT1G20925.1, AT1G76520.2",,"CARHR021390.1, CARHR070070.1","Carub.0001s2040.1.p, Carub.0002s2343.1.p",,,gene-TAV2_LOCUS16817
AT1G20970,AT1G20970.1,Aa31LG7G5150,AT1G20970.1,,CARHR021430.1,Carub.0001s2044.1.p,,,gene-TAV2_LOCUS292
AT1G25230,AT1G25230.3,,AT1G25230.3,,CARHR026330.1,Carub.0001s2534.1.p,,,gene-TAV2_LOCUS1922
NET2B,AT1G09720.1,Aa31LG1G5270,AT1G09720.1,,CARHR009690.1,Carub.0001s0906.1.p,,,gene-TAV2_LOCUS1358
CLH1,AT1G19670.1,,AT1G19670.1,,CARHR020190.1,Carub.0001s1921.1.p,,,gene-TAV2_LOCUS2119
AT1G10350,AT1G10350.1,,AT1G10350.1,,CARHR010480.1,Carub.0001s0977.1.p,,,gene-TAV2_LOCUS2302
NAC010,AT1G28470.1,Aa31sc276G70,AT1G28470.1,,CARHR027950.1,Carub.0001s2693.1.p,,,gene-TAV2_LOCUS786
AT1G06135,AT1G06135.1,,AT1G06135.1,,,Carub.0001s0546.1.p,,,
MIF3,AT1G18835.1,Aa31LG7G3600,AT1G18835.1,,CARHR019470.1,Carub.0001s1847.1.p,,,gene-TAV2_LOCUS2358
AT1G11940,AT1G11940.1,,AT1G11940.1,,CARHR012290.1,Carub.0001s1164.1.p,,,gene-TAV2_LOCUS599
AT1G25520,AT1G25520.1,Aa31LG7G8980,AT1G25520.1,,CARHR025940.1,Carub.0001s2496.1.p,,,gene-TAV2_LOCUS757
AT1G04030,AT1G04030.1,Aa31LG1G20790,AT1G04030.1,,CARHR003380.1,Carub.0001s0319.1.p,,,gene-TAV2_LOCUS2889
AT1G10790,AT1G10790.1,Aa31LG1G4040,AT1G10790.1,,CARHR011010.1,Carub.0001s1034.1.p,,,gene-TAV2_LOCUS2336
IAN7,AT1G33950.1,,AT1G33950.1,,,Carub.0001s3203.1.p,,,
AT1G28240,AT1G28240.1,Aa31LG6G10200,AT1G28240.1,,CARHR027730.1,Carub.0001s2668.1.p,,,gene-TAV2_LOCUS1050
AT1G11210,AT1G11210.1,,AT1G11210.1,,CARHR011440.1,Carub.0001s1080.1.p,,,gene-TAV2_LOCUS261
PRP40A,AT1G44910.1,Aa31LG7G10080,AT1G44910.1,,CARHR036140.1,Carub.0001s3541.1.p,,,gene-TAV2_LOCUS1112
AT1G48780,AT1G48780.1,,AT1G48780.1,,CARHR038750.1,Carub.0001s3793.1.p,,,
ECA3,AT1G10130.1,Aa31LG1G4760,AT1G10130.1,,CARHR010230.1,Carub.0001s0954.1.p,,,gene-TAV2_LOCUS3420
TRZ3,AT1G52160.1,Aa31LG10G2720,AT1G52160.1,,CARHR042320.1,Carub.0001s4111.1.p,,,gene-TAV2_LOCUS3520
AT1G03340,AT1G03340.1,,AT1G03340.1,,,Carub.0001s0245.1.p,,,gene-TAV2_LOCUS3947
ERF017,AT1G19210.1,Aa31LG7G3920,AT1G19210.1,,CARHR019810.1,Carub.0001s1881.1.p,,,gene-TAV2_LOCUS2849
CYP78A5,AT1G13710.1,Aa31LG1G1200,AT1G13710.1,,CARHR014110.1,Carub.0001s1345.1.p,,,gene-TAV2_LOCUS1354
TIFY6A,AT1G48500.1,,AT1G48500.1,,CARHR038130.1,Carub.0001s3762.1.p,,,
AT1G33250,AT1G33250.1,Aa31LG6G7770,AT1G33250.1,,CARHR032610.1,Carub.0001s3144.1.p,,,gene-TAV2_LOCUS2823
SPS3,AT1G04920.1,Aa31LG1G19920,AT1G04920.1,,CARHR004320.1,Carub.0001s0416.1.p,,,gene-TAV2_LOCUS2130
NF-YC10,AT1G07980.1,Aa31LG2G9300,AT1G07980.1,,CARHR007760.1,Carub.0001s0733.1.p,,,gene-TAV2_LOCUS2565
COAE,AT2G27490.2,Aa31LG5G8830,AT2G27490.2,,CARHR120140.1,Carub.0004s0812.1.p,,,"gene-TAV2_LOCUS12580, gene-TAV2_LOCUS14991, gene-TAV2_LOCUS5693"
MORC6,AT1G19100.1,Aa31LG7G3830,AT1G19100.1,,CARHR019690.1,Carub.0001s1872.1.p,,,gene-TAV2_LOCUS1272
AT1G22120,AT1G22120.1,,AT1G22120.1,,CARHR022470.1,Carub.0001s2167.1.p,,,
ACR8,AT1G12420.1,Aa31LG1G2200,AT1G12420.1,,CARHR012710.1,Carub.0001s1207.1.p,,,gene-TAV2_LOCUS2030
NAC002,AT1G01720.1,Aa31LG1G11080,AT1G01720.1,,CARHR000620.1,Carub.0001s0049.1.p,,,gene-TAV2_LOCUS419
AT1G25420,AT1G25420.1,Aa31LG7G9080,AT1G25420.1,,CARHR026070.1,Carub.0001s2508.1.p,,,gene-TAV2_LOCUS849
AT1G30190,AT1G30190.1,,AT1G30190.1,,CARHR029240.1,Carub.0001s2842.1.p,,,gene-TAV2_LOCUS402
SCAMP2,AT1G03550.1,Aa31LG1G20910,AT1G03550.1,,CARHR002910.1,Carub.0001s0269.1.p,,,gene-TAV2_LOCUS876
AT1G26170,AT1G26170.1,Aa31LG7G8840,AT1G26170.1,,CARHR025740.1,Carub.0001s2479.1.p,,,gene-TAV2_LOCUS1581
NPF6.3,AT1G12110.1,Aa31LG1G2630,AT1G12110.1,,CARHR012470.1,Carub.0001s1180.1.p,,,gene-TAV2_LOCUS1518
ABCB11,AT1G02520.1,Aa31LG1G10130,"AT1G02520.1, AT1G02530.1",,CARHR001850.1,Carub.0001s0158.1.p,,,gene-TAV2_LOCUS159
ABCB12,AT1G02530.1,Aa31LG1G10130,"AT1G02520.1, AT1G02530.1",,CARHR001850.1,Carub.0001s0158.1.p,,,gene-TAV2_LOCUS159
AT1G22520,AT1G22520.2,,,,,,,,
PIP5K7,AT1G10900.2,Aa31LG1G3960,AT1G10900.2,,CARHR011120.1,Carub.0001s1048.1.p,,,gene-TAV2_LOCUS3904
ARR4,AT1G10470.1,Aa31LG1G4480,AT1G10470.1,,CARHR010610.1,Carub.0001s0990.1.p,,,gene-TAV2_LOCUS429
ATMAP4K,AT1G53165.3,Aa31LG10G1970,AT1G53165.3,,CARHR043390.1,Carub.0001s4233.1.p,,,gene-TAV2_LOCUS1648
PCMP-H64,AT1G04840.1,Aa31LG1G19850,AT1G04840.1,,CARHR004230.1,Carub.0001s0408.1.p,,,"gene-TAV2_LOCUS3728, gene-TAV2_LOCUS3971"
THA1,AT1G08630.1,Aa31sc889G10,AT1G08630.1,,CARHR008540.1,Carub.0001s0799.1.p,,,gene-TAV2_LOCUS3790
TPS7,AT1G06410.3,Aa31LG1G7450,AT1G06410.3,,CARHR006020.1,Carub.0001s0576.1.p,,,gene-TAV2_LOCUS173
AT1G29800,AT1G29800.1,Aa31LG6G5820,AT1G29800.1,,CARHR029180.1,Carub.0001s2805.1.p,,,gene-TAV2_LOCUS2474
AT1G17710,AT1G17710.1,Aa31LG7G2540,AT1G17710.1,,,Carub.0001s1744.1.p,,,gene-TAV2_LOCUS2161
EXPA7,AT1G12560.1,Aa31LG1G2090,AT1G12560.1,,CARHR012840.1,Carub.0001s1225.1.p,,,gene-TAV2_LOCUS1615
AT1G56180,AT1G56180.1,Aa31LG3G3810,AT1G56180.1,,CARHR045950.1,Carub.0001s4489.1.p,,,gene-TAV2_LOCUS3856
GRF12,AT1G26480.1,Aa31LG7G8610,AT1G26480.1,,CARHR025480.1,Carub.0001s2454.1.p,,,gene-TAV2_LOCUS2665
SCPL45,AT1G28110.2,Aa31sc1106G10,AT1G28110.2,,CARHR027580.1,Carub.0001s2654.1.p,,,gene-TAV2_LOCUS3499
WOX14,AT1G20700.1,Aa31LG7G4900,"AT1G20700.1, AT1G20710.1",,"CARHR021150.1, CARHR021160.1","Carub.0001s2017.1.p, Carub.0001s2018.1.p",,,"gene-TAV2_LOCUS1268, gene-TAV2_LOCUS1269"
WOX10,AT1G20710.1,Aa31LG7G4900,"AT1G20700.1, AT1G20710.1",,"CARHR021150.1, CARHR021160.1","Carub.0001s2017.1.p, Carub.0001s2018.1.p",,,"gene-TAV2_LOCUS1268, gene-TAV2_LOCUS1269"
AT3G05550,AT3G05550.1,Aa31LG5G15820,AT3G05550.1,,CARHR079950.1,Carub.0003s0485.1.p,,,
AT5G27760,AT5G27760.1,Aa31LG11G9520,AT5G27760.1,,CARHR186270.1,Carub.0006s2479.1.p,,,gene-TAV2_LOCUS7771
CYP708A1,AT1G55940.2,Aa31LG10G230,AT1G55940.2,,CARHR045650.1,Carub.0001s4455.1.p,,,gene-TAV2_LOCUS510
AT1G03370,AT1G03370.1,Aa31LG10G9960,AT1G03370.1,,CARHR002750.1,Carub.0001s0250.1.p,,,gene-TAV2_LOCUS7431
AGL28,AT1G01530.1,,"AT1G01530.1, AT1G65360.1",,,Carub.0001s0071.1.p,,,
AGL23,AT1G65360.1,,"AT1G01530.1, AT1G65360.1",,,Carub.0001s0071.1.p,,,
AT1G48405,AT1G48405.1,,AT1G48405.1,,CARHR038020.1,Carub.0001s3752.1.p,,,
ATTLL1,AT1G45201.3,Aa31sc633G20,AT1G45201.3,,"CARHR036280.1, CARHR036330.1",Carub.0001s3562.1.p,,,gene-TAV2_LOCUS3282
LPLAT1,AT1G12640.1,,AT1G12640.1,,CARHR012930.1,Carub.0001s1233.1.p,,,gene-TAV2_LOCUS2620
GIP1L,AT1G55820.1,Aa31LG10G370,AT1G55820.1,,CARHR045520.1,Carub.0001s4439.1.p,,,gene-TAV2_LOCUS1729
EM6,AT2G40170.1,Aa31LG5G19410,AT2G40170.1,,CARHR135200.1,"Carub.0004s2238.1.p, Carub.0033s0007.1.p",,,gene-TAV2_LOCUS14052
AT2G24945,AT2G24945.1,,"AT2G24945.1, AT3G26800.1, AT4G36925.2",,,Carub.0101s0001.1.p,,,
AT3G26800,AT3G26800.1,,"AT2G24945.1, AT3G26800.1, AT4G36925.2",,,Carub.0101s0001.1.p,,,
AT4G36925,AT4G36925.2,,"AT2G24945.1, AT3G26800.1, AT4G36925.2",,,Carub.0101s0001.1.p,,,
AT2G31920,AT2G31920.1,Aa31LG5G5100,AT2G31920.1,,CARHR125630.1,Carub.0004s1322.1.p,,,gene-TAV2_LOCUS14739
RPS1,AT5G30510.1,Aa31LG11G8410,AT5G30510.1,,CARHR185550.1,Carub.0020s0005.1.p,,,gene-TAV2_LOCUS5212
AT1G54770,AT1G54770.1,Aa31LG2G12130,"AT1G54770.1, AT5G30495.2",,CARHR185500.1,Carub.0002s0865.1.p,,,
AT5G29560,AT5G29560.1,,AT5G29560.1,,,,,,gene-TAV2_LOCUS5213
AT5G30495,AT5G30495.2,Aa31LG2G12130,"AT1G54770.1, AT5G30495.2",,CARHR185500.1,Carub.0002s0865.1.p,,,
AT3G21140,AT3G21140.1,Aa31LG8G7840,AT3G21140.1,,CARHR097000.1,,,,
AT3G21100,AT3G21100.3,Aa31LG8G7810,AT3G21100.3,,CARHR096930.1,Carub.0003s2100.1.p,,,gene-TAV2_LOCUS11486
AT1G77830,AT1G77830.1,,AT1G77830.1,,CARHR185820.1,"Carub.0002s2472.1.p, Carub.0002s2482.1.p, Carub.0003s2741.1.p",,,
AT5G52655,AT5G52655.1,,AT5G52655.1,,,"Carub.0008s1278.1.p, Carub.0229s0002.1.p",,,
AT2G16592,AT2G16592.1,,"AT2G16592.1, AT2G16594.1",,CARHR106790.1,Carub.0141s0001.1.p,,,
AT2G16594,AT2G16594.1,,"AT2G16592.1, AT2G16594.1",,CARHR106790.1,Carub.0141s0001.1.p,,,
AT1G76965,AT1G76965.1,,AT1G76965.1,,,Carub.0002s2386.1.p,,,gene-TAV2_LOCUS16691
AT5G04910,AT5G04910.1,Aa31LG11G5790,AT5G04910.1,,CARHR208350.1,"Carub.0006s0385.1.p, Carub.0010s0003.1.p",,,gene-TAV2_LOCUS20058
AT4G27350,AT4G27350.1,,AT4G27350.1,,CARHR235000.1,Carub.0007s1352.1.p,,,
AT4G28020,AT4G28020.1,Aa31LG3G170,AT4G28020.1,,CARHR235700.1,Carub.0007s1278.1.p,,,gene-TAV2_LOCUS24165
AT5G35960,AT5G35960.1,,AT5G35960.1,,CARHR216690.1,Carub.0007s3173.1.p,,,gene-TAV2_LOCUS22716
AT5G35930,AT5G35930.4,"Aa31LG9G17950, Aa31LG9G17950",AT5G35930.4,,CARHR216700.1,Carub.0007s3171.1.p,,,gene-TAV2_LOCUS22719
AFC2,AT4G24740.1,Aa31LG7G11110,AT4G24740.1,,CARHR232110.1,Carub.0007s1632.1.p,,,gene-TAV2_LOCUS24759
ISU1,AT4G22220.1,Aa31LG6G4330,"AT4G22220.1, AT3G01020.1, AT4G04080.1",,"CARHR229120.1, CARHR057210.1","Carub.0007s1910.1.p, Carub.0003s0116.1.p, Carub.0005s0535.1.p",,,gene-TAV2_LOCUS23439
PCMP-E53,AT4G25270.1,Aa31sc16G170,AT4G25270.1,,CARHR232680.1,Carub.0007s1574.1.p,,,"gene-TAV2_LOCUS23123, gene-TAV2_LOCUS23123"
UMK2,AT4G25280.1,,AT4G25280.1,,CARHR232690.1,Carub.0007s1573.1.p,,,
AT4G35750,AT4G35750.1,Aa31LG6G12700,AT4G35750.1,,CARHR244090.1,Carub.0007s0450.1.p,,,gene-TAV2_LOCUS25650
GPX7,AT4G31870.1,,AT4G31870.1,,,Carub.0007s0868.1.p,,,gene-TAV2_LOCUS26039
DREB1C,AT4G25470.1,"Aa31sc308G20, Aa31sc308G30, Aa31sc308G40, Aa31sc886G20","AT4G25470.1, AT4G25480.1, AT4G25490.1",,"CARHR116920.1, CARHR232890.1","Carub.0007s1550.1.p, Carub.0007s1551.1.p, Carub.0007s1552.1.p",,,gene-TAV2_LOCUS24100
DREB1A,AT4G25480.1,"Aa31sc308G20, Aa31sc308G30, Aa31sc308G40, Aa31sc886G20","AT4G25470.1, AT4G25480.1, AT4G25490.1",,"CARHR116920.1, CARHR232890.1","Carub.0007s1550.1.p, Carub.0007s1551.1.p, Carub.0007s1552.1.p",,,gene-TAV2_LOCUS24100
DREB1B,AT4G25490.1,"Aa31sc308G20, Aa31sc308G30, Aa31sc308G40, Aa31sc886G20","AT4G25470.1, AT4G25480.1, AT4G25490.1",,"CARHR116920.1, CARHR232890.1","Carub.0007s1550.1.p, Carub.0007s1551.1.p, Carub.0007s1552.1.p",,,gene-TAV2_LOCUS24100
AT4G14746,AT4G14746.1,,AT4G14746.1,,"CARHR221230.1, CARHR221240.1",Carub.0007s2740.1.p,,,gene-TAV2_LOCUS25564
ENDO5,AT4G21600.1,Aa31LG6G3600,"AT4G21600.1, AT4G21585.6",,"CARHR228290.1, CARHR228280.1","Carub.0007s1980.1.p, Carub.0007s1982.1.p",,,gene-TAV2_LOCUS25968
BAT1,AT4G31910.1,Aa31LG2G18190,AT4G31910.1,,CARHR239830.1,Carub.0007s0863.1.p,,,gene-TAV2_LOCUS22986
AT4G34360,AT4G34360.1,Aa31LG2G16250,AT4G34360.1,,CARHR242410.1,Carub.0007s0597.1.p,,,gene-TAV2_LOCUS24732
SAP10,AT4G25380.1,,AT4G25380.1,,CARHR232790.1,Carub.0007s1563.1.p,,,gene-TAV2_LOCUS25422
AT4G38120,AT4G38120.3,Aa31LG6G16960,AT4G38120.3,,CARHR143600.1,Carub.0007s0001.1.p,,,"gene-TAV2_LOCUS9874, gene-TAV2_LOCUS9875"
AT1G64580,AT1G64580.1,,AT1G64580.1,,CARHR046370.1,,,,gene-TAV2_LOCUS5319
AT1G64583,AT1G64583.1,,AT1G64583.1,,CARHR046360.1,Carub.0002s0017.1.p,,,gene-TAV2_LOCUS5320
AT4G26800,AT4G26800.2,Aa31LG5G12130,AT4G26800.2,,CARHR234420.1,Carub.0007s1404.1.p,,,gene-TAV2_LOCUS23802
AT1G06580,AT1G06580.1,,AT1G06580.1,,,,,,
SMB,AT4G20440.1,"Aa31LG6G2820, Aa31LG9G8700",AT4G20440.1,,CARHR227270.1,"Carub.0007s2072.1.p, Carub.0008s0400.1.p",,,gene-TAV2_LOCUS23857
AT4G24930,AT4G24930.1,Aa31LG7G10860,AT4G24930.1,,CARHR232330.1,Carub.0007s1613.1.p,,,gene-TAV2_LOCUS23373
WRKY11,AT4G31550.1,Aa31LG2G18800,AT4G31550.1,,CARHR239430.1,Carub.0007s0902.1.p,,,gene-TAV2_LOCUS24207
LUG,AT4G32551.2,Aa31LG4G11740,AT4G32551.2,,CARHR240520.1,Carub.0007s0800.1.p,,,gene-TAV2_LOCUS25105
LCR46,AT5G48945.1,Aa31csc310G20,AT5G48945.1,,CARHR284610.1,"Carub.0008s0867.1.p, Carub.0008s0744.1.p",,,gene-TAV2_LOCUS5610
DHNAT2,AT5G48950.1,Aa31csc310G30,AT5G48950.1,,CARHR284600.1,Carub.0008s0868.1.p,,,
AT4G13955,AT4G13955.1,,AT4G13955.1,,"CARHR101040.1, CARHR219910.1","Carub.0007s2849.1.p, Carub.0007s2850.1.p, Carub.0007s2851.1.p",,,gene-TAV2_LOCUS23718
AT5G48960,AT5G48960.1,Aa31sc279G30,AT5G48960.1,,CARHR284570.1,Carub.0008s0871.1.p,,,"gene-TAV2_LOCUS5779, gene-TAV2_LOCUS5779, gene-TAV2_LOCUS5779"
AT1G54445,AT1G54445.1,,AT1G54445.1,,,"Carub.0002s0941.1.p, Carub.0002s0946.1.p",,,
AT1G56233,AT1G56233.1,,AT1G56233.1,,,Carub.0002s0797.1.p,,,
LCR47,AT3G42473.1,,AT3G42473.1,,,"Carub.0007s3195.1.p, Carub.0007s3196.1.p, Carub.0007s3197.1.p",,,
LCR82,AT2G04425.1,,AT2G04425.1,,CARHR102290.1,,,,gene-TAV2_LOCUS9340
AT2G24693,AT2G24693.1,,AT2G24693.1,,,"Carub.0004s0413.1.p, Carub.0004s0414.1.p",,,
AT5G32619,AT5G32619.1,,AT5G32619.1,,,"Carub.0007s3056.1.p, Carub.0007s3057.1.p, Carub.0007s3060.1.p",,,
AT5G55131,AT5G55131.1,,"AT5G55131.1, AT5G55132.1",,,Carub.0008s1544.1.p,,,
AT5G55132,AT5G55132.1,,"AT5G55131.1, AT5G55132.1",,,Carub.0008s1544.1.p,,,
PCO2,AT5G39890.1,Aa31LG9G1690,AT5G39890.1,,CARHR262290.1,Carub.0007s3583.1.p,,,gene-TAV2_LOCUS22761
AT5G37760,AT5G37760.1,,,,,,,,
AT4G19570,AT4G19570.1,,AT4G19570.1,,CARHR226280.1,"Carub.0007s2160.1.p, Carub.0007s2162.1.p",,,gene-TAV2_LOCUS1118
AT4G19580,AT4G19580.1,,,,,,,,
GRXS8,AT4G15660.1,,,,,,,,
GRXS7,AT4G15670.1,,AT4G15670.1,,,Carub.0007s2612.1.p,,,"gene-TAV2_LOCUS23419, gene-TAV2_LOCUS24701"
GRXS4,AT4G15680.1,"Aa31LG9G1790, Aa31LG9G1770, Aa31LG9G1780","AT4G15680.1, AT4G15690.1",,"CARHR290060.1, CARHR290070.1, CARHR290080.1, CARHR290090.1, CARHR290100.1","Carub.0007s2603.1.p, Carub.0007s2605.1.p, Carub.0007s2607.1.p, Carub.0007s2608.1.p, Carub.0007s2610.1.p, Carub.0007s2611.1.p",,,gene-TAV2_LOCUS22524
GRXS5,AT4G15690.1,"Aa31LG9G1790, Aa31LG9G1770, Aa31LG9G1780","AT4G15680.1, AT4G15690.1",,"CARHR290060.1, CARHR290070.1, CARHR290080.1, CARHR290090.1, CARHR290100.1","Carub.0007s2603.1.p, Carub.0007s2605.1.p, Carub.0007s2607.1.p, Carub.0007s2608.1.p, Carub.0007s2610.1.p, Carub.0007s2611.1.p",,,gene-TAV2_LOCUS22524
GRXS3,AT4G15700.1,,,,,,,,
AT5G40210,AT5G40210.1,Aa31LG9G1450,AT5G40210.1,,CARHR261910.1,"Carub.0007s3541.1.p, Carub.0007s3542.1.p",,,
IF3-4,AT4G30690.1,,AT4G30690.1,,CARHR238570.1,Carub.0007s0984.1.p,,,gene-TAV2_LOCUS23524
RD19C,AT4G16190.1,Aa31LG10G5920,AT4G16190.1,,CARHR222560.1,Carub.0007s2535.1.p,,,gene-TAV2_LOCUS23735
AT4G26055,AT4G26055.1,Aa31LG3G410,"AT4G26055.1, AT5G57080.1",,CARHR233560.1,Carub.0007s1490.1.p,,,gene-TAV2_LOCUS20799
AT5G57080,AT5G57080.1,Aa31LG3G410,"AT4G26055.1, AT5G57080.1",,CARHR233560.1,Carub.0007s1490.1.p,,,gene-TAV2_LOCUS20799
MYB87,AT4G37780.1,Aa31LG6G14660,AT4G37780.1,,CARHR246170.1,Carub.0007s0247.1.p,,,gene-TAV2_LOCUS24146
MYB98,AT4G18770.1,Aa31LG6G1480,AT4G18770.1,,CARHR225620.1,Carub.0007s2247.1.p,,,gene-TAV2_LOCUS24716
AT4G38030,AT4G38030.1,Aa31LG6G14970,AT4G38030.1,,CARHR246440.1,"Carub.0002s1074.1.p, Carub.0007s0219.1.p",,,gene-TAV2_LOCUS25699
MIOX4,AT4G26260.2,Aa31LG3G610,"AT4G26260.2, AT5G56640.1",,"CARHR117700.1, CARHR233810.1, CARHR270330.1","Carub.0007s1468.1.p, Carub.0008s1712.1.p",,,gene-TAV2_LOCUS21071
MIOX5,AT5G56640.1,Aa31LG3G610,"AT4G26260.2, AT5G56640.1",,"CARHR117700.1, CARHR233810.1, CARHR270330.1","Carub.0007s1468.1.p, Carub.0008s1712.1.p",,,gene-TAV2_LOCUS21071
AP2,AT4G36920.1,Aa31LG6G14060,AT4G36920.1,,CARHR245590.1,Carub.0007s0310.1.p,,,gene-TAV2_LOCUS23360
AAP19-2,AT4G35410.2,,AT4G35410.2,,CARHR243730.1,Carub.0007s0491.1.p,,,
AT5G38690,AT5G38690.2,Aa31LG9G16950,AT5G38690.2,,CARHR262590.1,Carub.0007s3716.1.p,,,gene-TAV2_LOCUS5208
DER2.1,AT4G21810.1,,AT4G21810.1,,CARHR228540.1,Carub.0007s1959.1.p,,,gene-TAV2_LOCUS25050
CNGC17,AT4G30360.1,Aa31LG2G20170,AT4G30360.1,,CARHR238260.1,Carub.0007s1024.1.p,,,gene-TAV2_LOCUS23744
RBG8,AT4G39260.1,Aa31LG6G16000,AT4G39260.1,,CARHR247430.1,Carub.0007s0118.1.p,,,gene-TAV2_LOCUS25767
UBP18,AT4G31670.1,,AT4G31670.1,,CARHR239550.1,Carub.0007s0891.1.p,,,gene-TAV2_LOCUS25542
LCR45,AT4G39917.1,"Aa31LG4G13200, Aa31LG4G13210",AT4G39917.1,,,"Carub.0004s0325.1.p, Carub.0007s0186.1.p, Carub.0007s3569.1.p",,,"gene-TAV2_LOCUS25043, gene-TAV2_LOCUS25047"
LCR86,AT5G48953.1,,AT5G48953.1,,"CARHR284580.1, CARHR284590.1",Carub.0008s0870.1.p,,,
AT5G40155,AT5G40155.1,Aa31LG6G15610,AT5G40155.1,,CARHR012090.1,,,,
AT5G35110,AT5G35110.1,,AT5G35110.1,,CARHR217180.1,Carub.0007s3090.1.p,,,
UCH3,AT4G17510.1,Aa31LG6G250,AT4G17510.1,,CARHR224210.1,"Carub.0007s2388.1.p, Carub.0007s2389.1.p",,,gene-TAV2_LOCUS22644
AT4G35320,AT4G35320.1,Aa31LG2G14950,AT4G35320.1,,CARHR243650.1,Carub.0007s0497.1.p,,,gene-TAV2_LOCUS22623
AT4G19720,AT4G19720.1,,AT4G19720.1,,"CARHR054930.1, CARHR054940.1",Carub.0007s2143.1.p,,,
AT4G19730,AT4G19730.1,,AT4G19730.1,,,"Carub.0007s2141.1.p, Carub.0007s2142.1.p",,,
AT4G19750,AT4G19750.1,Aa31LG6G2280,"AT4G19750.1, AT4G19760.1",,,,,,
AT4G19760,AT4G19760.1,Aa31LG6G2280,"AT4G19750.1, AT4G19760.1",,,,,,
AT4G32020,AT4G32020.1,Aa31sc859G10,"AT4G32020.1, AT2G25250.1",,"CARHR239920.1, CARHR116380.1","Carub.0007s0853.1.p, Carub.0004s0487.1.p",,,gene-TAV2_LOCUS13533
CYP84A1,AT4G36220.1,Aa31LG6G13120,AT4G36220.1,,CARHR244620.1,Carub.0007s0402.1.p,,,gene-TAV2_LOCUS26011
AT4G13370,AT4G13370.1,Aa31LG9G4370,AT4G13370.1,,CARHR218940.1,Carub.0007s2920.1.p,,,gene-TAV2_LOCUS25192
KMS1,AT4G14950.1,Aa31LG8G8920,AT4G14950.1,,CARHR221570.1,Carub.0007s2715.1.p,,,gene-TAV2_LOCUS25946
SMR6,AT5G40460.1,Aa31LG9G1160,AT5G40460.1,,CARHR261560.1,Carub.0007s3513.1.p,,,gene-TAV2_LOCUS23206
AT4G39820,AT4G39820.2,Aa31LG6G15450,AT4G39820.2,,CARHR246880.1,Carub.0007s0173.1.p,,,
RABA1D,AT4G18800.1,Aa31LG6G1510,AT4G18800.1,,CARHR225650.1,Carub.0007s2244.1.p,,,gene-TAV2_LOCUS23790
DOGL3,AT4G18690.1,Aa31LG6G1420,"AT4G18690.1, AT4G18680.1",,"CARHR225540.1, CARHR225550.1",Carub.0007s2254.1.p,,,"gene-TAV2_LOCUS24721, gene-TAV2_LOCUS26031"
AT4G18680,AT4G18680.1,Aa31LG6G1420,"AT4G18680.1, AT4G18690.1",,"CARHR225550.1, CARHR225540.1",Carub.0007s2254.1.p,,,"gene-TAV2_LOCUS24721, gene-TAV2_LOCUS26031"
FCA,AT4G16280.2,Aa31LG10G5840,AT4G16280.2,,CARHR222670.1,Carub.0007s2523.1.p,,,gene-TAV2_LOCUS22697
MED35C,AT3G19840.1,Aa31LG8G6610,AT3G19840.1,,CARHR095360.1,Carub.0003s1972.1.p,,,gene-TAV2_LOCUS10026
EC1.4,AT4G39340.1,Aa31LG6G15940,AT4G39340.1,,CARHR247370.1,Carub.0007s0124.1.p,,,
PCMP-E12,AT4G16470.1,Aa31LG2G12540,AT4G16470.1,,CARHR222870.1,Carub.0007s2503.1.p,,,gene-TAV2_LOCUS25297
AT5G36670,AT5G36670.1,Aa31LG9G17810,"AT5G36670.1, AT5G36740.1",,CARHR216430.1,Carub.0007s3198.1.p,,,gene-TAV2_LOCUS23796
AT5G36740,AT5G36740.1,Aa31LG9G17810,"AT5G36670.1, AT5G36740.1",,CARHR216430.1,Carub.0007s3198.1.p,,,gene-TAV2_LOCUS23796
PP2A1,AT4G19840.1,,AT4G19840.1,,CARHR226610.1,Carub.0007s2137.1.p,,,gene-TAV2_LOCUS25959
AtRLP13,AT1G74170.2,Aa31LG4G4490,"AT1G74170.2, AT1G74190.1",,"CARHR019250.1, CARHR050360.1, CARHR060140.1, CARHR067350.1, CARHR067410.1, CARHR067450.1, CARHR067460.1, CARHR067550.1, CARHR220400.1",Carub.0002s1339.1.p,,,gene-TAV2_LOCUS15954
AtRLP15,AT1G74190.1,Aa31LG4G4490,"AT1G74170.2, AT1G74190.1",,"CARHR019250.1, CARHR050360.1, CARHR060140.1, CARHR067350.1, CARHR067410.1, CARHR067450.1, CARHR067460.1, CARHR067550.1, CARHR220400.1",Carub.0002s1339.1.p,,,gene-TAV2_LOCUS15954
RPP27,AT1G54470.1,,,,,,,,
AT1G54475,AT1G54475.1,,,,,,,,
AtRLP14,AT1G74180.1,,"AT1G74180.1, AT2G25470.3, AT5G49290.2",,,Carub.0004s0513.1.p,,,
